id,nama_rumah,lokasi,luas_tanah,jumlah_kamar,jumlah_lantai,tahun_bangun,harga,material_digunakan,material_utama
119,Rumah_119,Kabupaten Purwakarta,89,6,3,1998,1934729790,Multipleks 18mm:2429lbr; Kawat Bendrat:415kg; Besi Beton 13mm:729kg,Waterproofing Coating
120,Rumah_120,Kabupaten Bandung,156,3,2,1996,1125101548,Genteng Metal:1490m2; Besi Beton 16mm:4877kg; Besi Beton 13mm:2473kg,Besi Beton 16mm
121,Rumah_121,Kota Bekasi,96,5,1,1998,1948103361,Waterproofing Coating:750kg; Besi Beton 19mm:2884kg; Triplek Meranti Campur:2009lbr; Aluminium Kusen:327m,Bata Ringan JUMA
122,Rumah_122,Bandung Barat,186,6,3,2020,863676788,Waterproofing Coating:3487kg; Besi Beton 19mm:1556kg; Granite Tile:580m2; Semen Mortar MU-380:881sak; Pipa PVC Wavin 3:2005btg; Cat Dinding Nobrand:2885kg,Kayu
123,Rumah_123,Kota Bogor,313,6,3,2025,312004295,Hollow Galvanis 4x4:3842btg; Multipleks 18mm:2440lbr; Kabel NYY 4x10:347m; Besi Beton 13mm:619kg; Besi Beton 19mm:1363kg,Keramik Asia Tile
124,Rumah_124,Kabupaten Ciamis,273,2,3,2000,1814838887,Keramik 60x60 Polished:1583m2; Saklar + Stop Kontak Panasonic:590set; Plafon GRC:715m2,Cat Dinding Nobrand
125,Rumah_125,Kabupaten Cianjur,281,6,2,2005,838734729,Keramik 60x60 Polished:3605m2; Stop Kran Kuningan:4948pcs; Aluminium Kusen:1865m; Atap Baja Ringan:1074m2,Granite Tile
126,Rumah_126,Kabupaten Cirebon,71,2,1,2007,386519357,Bata Ringan JUMA:3680pcs; Semen:241sak; Besi Beton 16mm:2238kg; Triplek Meranti Campur:1378lbr; Aluminium Kusen:3482m,Hollow Galvanis 4x4
127,Rumah_127,Kabupaten Garut,173,2,1,1996,394307033,Pipa PVC Wavin 3:1848btg; Granite Tile:136m2; Atap Baja Ringan:4622m2; Kaca:3930m2; Plafon Gypsum:1459m2; Keramik Asia Tile:4103m2,Keramik 60x60 Polished
128,Rumah_128,Kabupaten Subang,122,4,3,2020,1757807353,Saklar + Stop Kontak Panasonic:1001set; Pipa PVC Wavin 2 1/2:4823btg; Genteng Beton:3629pcs,Plafon Gypsum
129,Rumah_129,Kabupaten Bandung Barat,321,1,3,2015,432958635,Hollow Galvanis 4x4:4917btg; Cat Dinding Dulux:1681kg; Bata Ringan Walbric:3607pcs; Semen:1092sak; Semen Mortar MU-380:1174sak; Pipa PVC Wavin 2 1/2:562btg,Genteng Metal
130,Rumah_130,Kabupaten Bekasi,262,1,1,2016,445794215,Aluminium Kusen:2978m; Stop Kran Kuningan:178pcs; Hollow Galvanis 4x4:2666btg; Plafon Gypsum:3262m2; Genteng Beton:1571pcs,Kabel NYM 2x1.5
131,Rumah_131,Bandung Timur,271,4,3,2014,115838242,Batu Alam Andesit:3203m2; Besi Beton 19mm:214kg; Keramik Kamar Mandi:402m2,Batu Alam Andesit
132,Rumah_132,Kabupaten Bogor,31,1,1,2003,200738748,Atap Baja Ringan:2938m2; Batu Split:3263m3; Pintu Kayu Solid:3444pcs; Kawat Bendrat:1245kg,Pintu Kayu Solid
133,Rumah_133,Kota Banjar,136,5,3,2004,639867712,Genteng Metal:4731m2; Triplek Meranti Campur:3899lbr; Cat Dinding Nobrand:1432kg; Aluminium Kusen:4279m; Pipa PVC Wavin 3:91btg; Stop Kran Kuningan:3220pcs,Besi Beton 13mm
134,Rumah_134,Kota Sukabumi,159,2,3,2015,1311065996,Aluminium Kusen:4700m; Semen:1384sak; Keramik Kamar Mandi:1477m2,Bata Ringan Walbric
135,Rumah_135,Kabupaten Kuningan,170,5,2,1997,1159666854,Pipa PVC Wavin 3:3977btg; Cat Dinding Dulux:2697kg; Pintu Kayu Solid:4271pcs; Batu Alam Andesit:117m2; Waterproofing Coating:3879kg; Triplek Meranti Campur:1538lbr,Atap Baja Ringan
136,Rumah_136,Kota Tasikmalaya,242,3,2,2004,564132598,Besi Beton 19mm:2632kg; Besi WF 150:2648btg; Keramik 60x60 Polished:2674m2,Pipa PVC Wavin 3
137,Rumah_137,Kabupaten Indramayu,92,5,1,2011,1472785495,Aluminium Kusen:102m; Cat Dinding Nobrand:4521kg; Granite Tile:4670m2; Pipa PPR 1/2 inci:637btg; Cat Dinding Dulux:409kg; Plafon GRC:1883m2,Cat Dinding Dulux
138,Rumah_138,Kota Cimahi,212,1,2,1995,1705683557,Batu Alam Andesit:3677m2; Multipleks 18mm:3650lbr; Hollow Galvanis 4x4:3709btg; Cat Eksterior Jotun:2000kg; Pipa PVC Wavin 2 1/2:2393btg,Semen
139,Rumah_139,Kabupaten Karawang,134,2,3,2014,685524053,Stop Kran Kuningan:4795pcs; Pipa PVC Wavin 3:810btg; Pasir:1825m3,Besi WF 150
140,Rumah_140,Kota Bandung,100,1,3,2015,1446664727,Pipa PVC Wavin 3:3464btg; Saklar + Stop Kontak Panasonic:948set; Kabel NYY 4x10:4396m; Besi WF 150:2466btg; Hollow Galvanis 4x4:1423btg,Batu Split
141,Rumah_141,Kota Depok,129,2,2,2024,1528779569,Pipa PVC Wavin 3:4863btg; Kayu:3968kg; Genteng Metal:975m2; Batu Bata Merah:4863pcs; Pintu Kayu Solid:3455pcs; Bata Ringan Walbric:2457pcs,Plafon GRC
142,Rumah_142,Kabupaten Pangandaran,37,3,2,1997,1320857182,Cat Dinding Nobrand:1799kg; Hollow Galvanis 4x4:4626btg; Cat Eksterior Jotun:1911kg,Genteng Beton
143,Rumah_143,Kabupaten Sukabumi,185,3,1,2006,1693138687,Semen Mortar MU-380:1199sak; Plafon GRC:2025m2; Keramik 60x60 Polished:123m2; Pasir:1235m3,Stop Kran Kuningan
144,Rumah_144,Kabupaten Majalengka,223,6,2,2011,1004834199,Kabel NYM 2x1.5:405m; Kawat Bendrat:3665kg; Kaca:94m2; Multipleks 18mm:2810lbr; Pipa PVC Wavin 2 1/2:1383btg; Besi Beton 19mm:1889kg,Saklar + Stop Kontak Panasonic
145,Rumah_145,Kabupaten Tasikmalaya,79,1,1,2005,408904853,Pintu Kayu Solid:2860pcs; Hollow Galvanis 4x4:2377btg; Batu Split:1449m3; Kaca:4535m2,Aluminium Kusen
146,Rumah_146,Kota Cirebon,88,3,3,2010,139718789,Kabel NYM 2x1.5:3479m; Batu Bata Merah:3927pcs; Keramik 60x60 Polished:2423m2; Cat Eksterior Jotun:2726kg; Plafon GRC:3862m2; Besi Beton 16mm:357kg,Kawat Bendrat
147,Rumah_147,Kabupaten Sumedang,284,3,2,2001,1810850610,Pipa PPR 1/2 inci:419btg; Triplek Meranti Campur:4338lbr; Kabel NYY 4x10:4971m; Keramik 60x60 Polished:4154m2,Besi Beton 19mm
148,Rumah_148,Kabupaten Purwakarta,171,5,3,1995,182095682,Keramik 60x60 Polished:1101m2; Batu Alam Andesit:2289m2; Keramik Asia Tile:3906m2; Plafon GRC:4451m2; Kabel NYY 4x10:2794m; Multipleks 18mm:4489lbr,Batu Bata Merah
149,Rumah_149,Kabupaten Bandung,128,6,1,2023,1332741727,Keramik Kamar Mandi:4041m2; Batu Split:458m3; Kabel NYM 2x1.5:796m; Triplek Meranti Campur:1368lbr,Pipa PVC Wavin 2 1/2
150,Rumah_150,Kota Bekasi,33,3,2,2021,564650306,Cat Eksterior Jotun:185kg; Batu Alam Andesit:2044m2; Atap Baja Ringan:162m2; Semen:473sak,Kaca
151,Rumah_151,Bandung Barat,190,2,1,1996,800374047,Waterproofing Coating:4245kg; Cat Dinding Dulux:1505kg; Triplek Meranti Campur:75lbr; Genteng Beton:2194pcs,Pasir
152,Rumah_152,Kota Bogor,81,1,3,2018,1678435689,Batu Split:4698m3; Kabel NYM 2x1.5:4118m; Bata Ringan Walbric:3640pcs,Triplek Meranti Campur
153,Rumah_153,Kabupaten Ciamis,347,3,2,2001,836198230,Cat Eksterior Jotun:4011kg; Kawat Bendrat:4438kg; Pasir:602m3,Semen Mortar MU-380
154,Rumah_154,Kabupaten Cianjur,290,6,1,2018,1669318280,Atap Baja Ringan:249m2; Cat Eksterior Jotun:4704kg; Saklar + Stop Kontak Panasonic:2152set,Keramik Kamar Mandi
155,Rumah_155,Kabupaten Cirebon,195,2,1,2001,219790476,Batu Alam Andesit:569m2; Besi WF 150:187btg; Cat Dinding Nobrand:327kg; Semen:4913sak,Cat Eksterior Jotun
156,Rumah_156,Kabupaten Garut,194,4,1,2009,366835530,Plafon GRC:3796m2; Keramik Kamar Mandi:3404m2; Cat Eksterior Jotun:832kg,Pipa PPR 1/2 inci
157,Rumah_157,Kabupaten Subang,286,4,1,2005,1961538612,Cat Dinding Nobrand:1402kg; Batu Bata Merah:2589pcs; Kabel NYM 2x1.5:1546m; Kayu:1451kg; Bata Ringan JUMA:3019pcs; Pintu Kayu Solid:1146pcs,Kabel NYY 4x10
158,Rumah_158,Kabupaten Bandung Barat,31,1,2,2021,1721741914,Bata Ringan JUMA:4121pcs; Cat Eksterior Jotun:2413kg; Triplek Meranti Campur:4601lbr; Keramik 60x60 Polished:2766m2; Cat Dinding Dulux:2784kg,Multipleks 18mm
159,Rumah_159,Kabupaten Bekasi,242,6,3,2021,408520638,Plafon Gypsum:297m2; Kabel NYM 2x1.5:4218m; Cat Dinding Nobrand:460kg; Batu Split:1261m3,Waterproofing Coating
160,Rumah_160,Bandung Timur,226,3,1,2013,942563433,Pasir:1784m3; Pipa PPR 1/2 inci:1699btg; Plafon Gypsum:4925m2; Kabel NYM 2x1.5:1678m; Keramik Kamar Mandi:1814m2; Besi Beton 13mm:3359kg,Besi Beton 16mm
161,Rumah_161,Kabupaten Bogor,64,3,1,1998,440663924,Aluminium Kusen:3169m; Besi Beton 19mm:686kg; Pipa PVC Wavin 3:4331btg; Kabel NYM 2x1.5:1822m; Hollow Galvanis 4x4:3836btg,Bata Ringan JUMA
162,Rumah_162,Kota Banjar,335,6,1,1996,396304950,Besi Beton 19mm:2438kg; Besi Beton 16mm:4241kg; Besi WF 150:1571btg; Batu Bata Merah:4834pcs; Cat Dinding Nobrand:4254kg; Plafon GRC:4794m2,Kayu
163,Rumah_163,Kota Sukabumi,65,2,2,1995,1413587462,Kaca:644m2; Genteng Metal:2497m2; Genteng Beton:530pcs,Keramik Asia Tile
164,Rumah_164,Kabupaten Kuningan,238,4,2,2004,1733712824,Pasir:165m3; Pipa PVC Wavin 3:1586btg; Atap Baja Ringan:3480m2; Besi WF 150:1107btg,Cat Dinding Nobrand
165,Rumah_165,Kota Tasikmalaya,316,5,2,2009,314626789,Multipleks 18mm:1943lbr; Granite Tile:175m2; Pipa PVC Wavin 3:2085btg; Batu Split:4567m3,Granite Tile
166,Rumah_166,Kabupaten Indramayu,310,3,3,2011,1742812079,Multipleks 18mm:4001lbr; Triplek Meranti Campur:2823lbr; Besi Beton 16mm:2097kg,Hollow Galvanis 4x4
167,Rumah_167,Kota Cimahi,52,3,3,2016,695736537,Genteng Beton:1035pcs; Bata Ringan JUMA:2430pcs; Cat Dinding Nobrand:260kg; Aluminium Kusen:4553m,Keramik 60x60 Polished
168,Rumah_168,Kabupaten Karawang,96,2,3,2015,1394977763,Multipleks 18mm:2022lbr; Waterproofing Coating:4708kg; Pintu Kayu Solid:4725pcs,Plafon Gypsum
169,Rumah_169,Kota Bandung,282,2,1,2003,660379850,Kabel NYY 4x10:1610m; Atap Baja Ringan:4481m2; Keramik 60x60 Polished:2881m2,Genteng Metal
170,Rumah_170,Kota Depok,234,6,3,2011,1943719106,Keramik Asia Tile:3575m2; Pipa PVC Wavin 2 1/2:625btg; Pasir:3174m3,Kabel NYM 2x1.5
171,Rumah_171,Kabupaten Pangandaran,233,2,2,2021,1541570485,Cat Eksterior Jotun:98kg; Pipa PVC Wavin 2 1/2:4612btg; Pintu Kayu Solid:2620pcs; Besi Beton 16mm:4692kg; Cat Dinding Dulux:3612kg; Kawat Bendrat:4027kg,Batu Alam Andesit
172,Rumah_172,Kabupaten Sukabumi,305,5,2,2009,1070396620,Batu Alam Andesit:370m2; Triplek Meranti Campur:1515lbr; Cat Dinding Nobrand:4429kg; Besi Beton 19mm:644kg; Kaca:2088m2; Kawat Bendrat:267kg,Pintu Kayu Solid
173,Rumah_173,Kabupaten Majalengka,62,5,1,2008,121605979,Kaca:2869m2; Plafon GRC:1170m2; Cat Dinding Dulux:2508kg; Keramik 60x60 Polished:588m2; Saklar + Stop Kontak Panasonic:1690set; Besi Beton 13mm:1579kg,Besi Beton 13mm
174,Rumah_174,Kabupaten Tasikmalaya,155,5,2,2020,203900693,Cat Eksterior Jotun:1049kg; Hollow Galvanis 4x4:1726btg; Kabel NYY 4x10:4075m; Triplek Meranti Campur:2776lbr,Bata Ringan Walbric
175,Rumah_175,Kota Cirebon,52,2,1,2025,203906118,Pintu Kayu Solid:2600pcs; Keramik 60x60 Polished:646m2; Besi WF 150:1914btg; Pipa PPR 1/2 inci:3009btg; Besi Beton 13mm:2810kg; Pasir:2421m3,Atap Baja Ringan
176,Rumah_176,Kabupaten Sumedang,189,5,1,2025,1638808329,Pipa PVC Wavin 2 1/2:1806btg; Batu Bata Merah:2490pcs; Pipa PVC Wavin 3:3167btg; Keramik 60x60 Polished:3392m2,Pipa PVC Wavin 3
177,Rumah_177,Kabupaten Purwakarta,184,1,3,2012,1249106297,Triplek Meranti Campur:3504lbr; Multipleks 18mm:1493lbr; Kabel NYM 2x1.5:1789m; Besi Beton 13mm:542kg; Semen:1125sak; Genteng Beton:3870pcs,Cat Dinding Dulux
178,Rumah_178,Kabupaten Bandung,90,3,3,2008,785313734,Batu Split:4012m3; Triplek Meranti Campur:3551lbr; Granite Tile:1195m2; Genteng Metal:1637m2; Pipa PVC Wavin 2 1/2:794btg; Multipleks 18mm:485lbr,Semen
179,Rumah_179,Kota Bekasi,71,6,3,1997,661770439,Kayu:4013kg; Aluminium Kusen:1179m; Pasir:3674m3,Besi WF 150
180,Rumah_180,Bandung Barat,137,5,1,2025,462245779,Plafon Gypsum:968m2; Kawat Bendrat:4723kg; Triplek Meranti Campur:4383lbr; Keramik 60x60 Polished:1735m2; Genteng Metal:2848m2; Kabel NYY 4x10:2506m,Batu Split
181,Rumah_181,Kota Bogor,123,2,1,1995,1833224345,Batu Bata Merah:413pcs; Keramik Kamar Mandi:4165m2; Pasir:363m3; Batu Split:394m3; Kawat Bendrat:2682kg,Plafon GRC
182,Rumah_182,Kabupaten Ciamis,266,2,2,2009,511029604,Bata Ringan Walbric:4195pcs; Atap Baja Ringan:3314m2; Granite Tile:2538m2; Waterproofing Coating:4562kg,Genteng Beton
183,Rumah_183,Kabupaten Cianjur,136,6,2,2011,703699857,Bata Ringan Walbric:1855pcs; Genteng Metal:940m2; Keramik Kamar Mandi:987m2; Kawat Bendrat:1553kg; Batu Bata Merah:2472pcs,Stop Kran Kuningan
184,Rumah_184,Kabupaten Cirebon,57,1,1,1996,168939358,Granite Tile:4314m2; Besi Beton 19mm:716kg; Triplek Meranti Campur:2100lbr; Pipa PPR 1/2 inci:3645btg,Saklar + Stop Kontak Panasonic
185,Rumah_185,Kabupaten Garut,130,3,2,2010,1200445250,Bata Ringan Walbric:4397pcs; Atap Baja Ringan:1583m2; Kabel NYM 2x1.5:2040m; Aluminium Kusen:904m; Besi WF 150:2015btg,Aluminium Kusen
186,Rumah_186,Kabupaten Subang,59,3,3,2021,389868885,Triplek Meranti Campur:1424lbr; Bata Ringan JUMA:4763pcs; Atap Baja Ringan:1406m2; Saklar + Stop Kontak Panasonic:4220set; Genteng Beton:908pcs,Kawat Bendrat
187,Rumah_187,Kabupaten Bandung Barat,340,5,2,2003,884297954,Cat Dinding Nobrand:3037kg; Kawat Bendrat:2496kg; Granite Tile:3988m2; Bata Ringan Walbric:1975pcs; Pintu Kayu Solid:3753pcs,Besi Beton 19mm
188,Rumah_188,Kabupaten Bekasi,350,5,3,2002,1091770472,Kabel NYM 2x1.5:747m; Plafon GRC:1025m2; Pipa PPR 1/2 inci:4573btg,Batu Bata Merah
189,Rumah_189,Bandung Timur,259,2,1,2011,1662237712,Plafon GRC:1998m2; Pintu Kayu Solid:3493pcs; Saklar + Stop Kontak Panasonic:2030set; Semen Mortar MU-380:1827sak; Genteng Beton:2332pcs,Pipa PVC Wavin 2 1/2
190,Rumah_190,Kabupaten Bogor,332,4,3,2025,891735298,Kabel NYY 4x10:4308m; Saklar + Stop Kontak Panasonic:2285set; Batu Alam Andesit:3756m2; Besi Beton 19mm:1723kg; Bata Ringan Walbric:332pcs; Batu Split:383m3,Kaca
191,Rumah_191,Kota Banjar,317,1,1,2013,325793060,Besi WF 150:1923btg; Batu Split:3171m3; Aluminium Kusen:3719m; Batu Bata Merah:4039pcs; Kayu:4372kg; Besi Beton 13mm:2563kg,Pasir
192,Rumah_192,Kota Sukabumi,69,6,1,2008,186215038,Semen Mortar MU-380:3103sak; Batu Split:2448m3; Pasir:4195m3; Pipa PVC Wavin 3:4978btg; Stop Kran Kuningan:1222pcs,Triplek Meranti Campur
193,Rumah_193,Kabupaten Kuningan,217,2,2,1997,187051199,Kawat Bendrat:2987kg; Plafon Gypsum:2005m2; Kabel NYY 4x10:3628m; Saklar + Stop Kontak Panasonic:3977set; Waterproofing Coating:1920kg,Semen Mortar MU-380
194,Rumah_194,Kota Tasikmalaya,247,5,2,2018,1871156530,Batu Alam Andesit:1105m2; Kayu:1323kg; Besi Beton 19mm:2295kg; Semen:542sak; Besi Beton 16mm:1564kg,Keramik Kamar Mandi
195,Rumah_195,Kabupaten Indramayu,225,3,2,2019,488724605,Stop Kran Kuningan:1327pcs; Hollow Galvanis 4x4:4049btg; Pipa PVC Wavin 2 1/2:4975btg; Kabel NYY 4x10:3871m; Batu Bata Merah:176pcs,Cat Eksterior Jotun
196,Rumah_196,Kota Cimahi,95,3,1,2008,545298808,Granite Tile:2983m2; Stop Kran Kuningan:1967pcs; Waterproofing Coating:404kg; Saklar + Stop Kontak Panasonic:4074set,Pipa PPR 1/2 inci
197,Rumah_197,Kabupaten Karawang,331,5,2,2018,440601668,Batu Alam Andesit:3467m2; Genteng Beton:1787pcs; Batu Bata Merah:1943pcs; Cat Dinding Dulux:3106kg,Kabel NYY 4x10
198,Rumah_198,Kota Bandung,179,2,2,2022,1443955213,Kawat Bendrat:3418kg; Plafon GRC:1468m2; Keramik Asia Tile:3432m2; Multipleks 18mm:3949lbr; Pintu Kayu Solid:2999pcs,Multipleks 18mm
199,Rumah_199,Kota Depok,68,6,2,2004,1917386129,Kabel NYY 4x10:810m; Pasir:3276m3; Genteng Beton:2595pcs,Waterproofing Coating
200,Rumah_200,Kabupaten Pangandaran,252,2,3,2022,614042961,Kawat Bendrat:2126kg; Semen Mortar MU-380:398sak; Atap Baja Ringan:4030m2; Bata Ringan JUMA:3760pcs; Cat Dinding Dulux:1178kg,Besi Beton 16mm
201,Rumah_201,Kabupaten Sukabumi,120,1,1,2017,1582473626,Kaca:3727m2; Keramik Kamar Mandi:394m2; Pipa PVC Wavin 2 1/2:3439btg; Plafon GRC:339m2,Bata Ringan JUMA
202,Rumah_202,Kabupaten Majalengka,165,5,3,2019,441479318,Stop Kran Kuningan:2571pcs; Cat Eksterior Jotun:2417kg; Cat Dinding Nobrand:2970kg; Bata Ringan Walbric:123pcs; Genteng Beton:4320pcs,Kayu
203,Rumah_203,Kabupaten Tasikmalaya,307,1,3,2005,285473394,Keramik Kamar Mandi:4016m2; Kaca:4640m2; Granite Tile:3471m2; Keramik 60x60 Polished:4785m2,Keramik Asia Tile
204,Rumah_204,Kota Cirebon,61,4,1,1995,1812106670,Plafon GRC:3251m2; Batu Alam Andesit:2310m2; Hollow Galvanis 4x4:1052btg; Semen:3316sak; Genteng Beton:2600pcs; Kayu:1554kg,Cat Dinding Nobrand
205,Rumah_205,Kabupaten Sumedang,176,4,1,2005,1876045764,Plafon Gypsum:3906m2; Pipa PPR 1/2 inci:1131btg; Keramik Kamar Mandi:678m2; Besi Beton 19mm:4662kg; Genteng Metal:661m2; Batu Alam Andesit:351m2,Granite Tile
206,Rumah_206,Kabupaten Purwakarta,168,1,2,2016,404710903,Kabel NYM 2x1.5:290m; Hollow Galvanis 4x4:1511btg; Besi WF 150:2894btg; Bata Ringan Walbric:2081pcs; Kabel NYY 4x10:189m,Hollow Galvanis 4x4
207,Rumah_207,Kabupaten Bandung,188,5,2,2020,729119340,Bata Ringan Walbric:808pcs; Besi WF 150:4713btg; Pasir:4392m3,Keramik 60x60 Polished
208,Rumah_208,Kota Bekasi,77,5,3,2020,1549924868,Bata Ringan JUMA:3245pcs; Plafon GRC:2335m2; Kabel NYM 2x1.5:3933m,Plafon Gypsum
209,Rumah_209,Bandung Barat,211,1,1,2015,936558365,Hollow Galvanis 4x4:2685btg; Batu Split:1079m3; Pipa PPR 1/2 inci:4159btg,Genteng Metal
210,Rumah_210,Kota Bogor,326,3,2,2013,1919446954,Kabel NYY 4x10:553m; Stop Kran Kuningan:274pcs; Pintu Kayu Solid:3567pcs,Kabel NYM 2x1.5
211,Rumah_211,Kabupaten Ciamis,219,5,2,2000,1819930686,Kabel NYM 2x1.5:823m; Pipa PPR 1/2 inci:1057btg; Pintu Kayu Solid:4563pcs; Granite Tile:2821m2; Semen Mortar MU-380:1022sak,Batu Alam Andesit
212,Rumah_212,Kabupaten Cianjur,286,5,1,2000,289031747,Besi WF 150:4482btg; Pintu Kayu Solid:1205pcs; Plafon Gypsum:2745m2; Pipa PVC Wavin 3:3537btg; Kabel NYY 4x10:2356m,Pintu Kayu Solid
213,Rumah_213,Kabupaten Cirebon,345,6,2,2010,190694212,Batu Alam Andesit:4257m2; Pipa PVC Wavin 3:1324btg; Batu Split:4496m3; Aluminium Kusen:4097m; Plafon Gypsum:616m2; Cat Dinding Dulux:4595kg,Besi Beton 13mm
214,Rumah_214,Kabupaten Garut,328,6,1,2015,1079999281,Kayu:4156kg; Batu Bata Merah:4029pcs; Plafon Gypsum:2979m2; Genteng Beton:4826pcs; Plafon GRC:4181m2,Bata Ringan Walbric
215,Rumah_215,Kabupaten Subang,104,4,2,2015,744313944,Saklar + Stop Kontak Panasonic:3536set; Plafon Gypsum:4766m2; Kayu:4651kg; Semen Mortar MU-380:2658sak; Besi Beton 19mm:3719kg; Waterproofing Coating:4126kg,Atap Baja Ringan
216,Rumah_216,Kabupaten Bandung Barat,67,3,2,1998,1591854018,Bata Ringan Walbric:3577pcs; Cat Dinding Dulux:4638kg; Bata Ringan JUMA:868pcs,Pipa PVC Wavin 3
217,Rumah_217,Kabupaten Bekasi,153,6,1,1995,880273632,Saklar + Stop Kontak Panasonic:3640set; Keramik Asia Tile:4359m2; Cat Dinding Dulux:4114kg,Cat Dinding Dulux
218,Rumah_218,Bandung Timur,212,1,2,2011,1690216946,Kayu:605kg; Kabel NYY 4x10:4217m; Besi Beton 13mm:493kg; Keramik Kamar Mandi:1630m2,Semen
219,Rumah_219,Kabupaten Bogor,336,6,1,2022,803767577,Cat Dinding Nobrand:4759kg; Keramik Kamar Mandi:2024m2; Batu Alam Andesit:491m2; Batu Bata Merah:4855pcs; Semen:2202sak; Besi Beton 13mm:1625kg,Besi WF 150
220,Rumah_220,Kota Banjar,297,1,3,2024,195981587,Hollow Galvanis 4x4:3048btg; Atap Baja Ringan:1452m2; Pasir:4813m3; Granite Tile:2916m2; Kabel NYM 2x1.5:3559m,Batu Split
221,Rumah_221,Kota Sukabumi,146,1,2,2017,224966432,Cat Eksterior Jotun:931kg; Triplek Meranti Campur:4854lbr; Waterproofing Coating:2675kg,Plafon GRC
222,Rumah_222,Kabupaten Kuningan,165,3,2,2013,1439617508,Cat Eksterior Jotun:4421kg; Pintu Kayu Solid:1995pcs; Besi Beton 13mm:3250kg; Semen Mortar MU-380:3224sak; Kabel NYM 2x1.5:2007m; Besi WF 150:1622btg,Genteng Beton
223,Rumah_223,Kota Tasikmalaya,265,3,2,2011,1766229955,Kabel NYY 4x10:2127m; Aluminium Kusen:3878m; Stop Kran Kuningan:1451pcs; Cat Dinding Dulux:301kg; Semen Mortar MU-380:4602sak; Semen:1716sak,Stop Kran Kuningan
224,Rumah_224,Kabupaten Indramayu,273,2,2,2007,574601487,Pipa PVC Wavin 2 1/2:3526btg; Plafon GRC:3565m2; Besi Beton 19mm:4782kg,Saklar + Stop Kontak Panasonic
225,Rumah_225,Kota Cimahi,311,1,3,1995,133227273,Semen Mortar MU-380:1090sak; Multipleks 18mm:1106lbr; Kabel NYM 2x1.5:2663m; Batu Split:962m3; Besi Beton 19mm:3319kg; Besi Beton 13mm:3925kg,Aluminium Kusen
226,Rumah_226,Kabupaten Karawang,87,4,2,2005,982909715,Cat Dinding Nobrand:4006kg; Besi WF 150:4720btg; Waterproofing Coating:4255kg; Genteng Beton:2200pcs; Kabel NYY 4x10:4405m; Pipa PPR 1/2 inci:1439btg,Kawat Bendrat
227,Rumah_227,Kota Bandung,121,1,1,1999,293514146,Semen:4403sak; Pipa PVC Wavin 3:2648btg; Semen Mortar MU-380:2229sak,Besi Beton 19mm
228,Rumah_228,Kota Depok,303,2,1,2021,534925243,Semen Mortar MU-380:3466sak; Kaca:2928m2; Keramik Kamar Mandi:3640m2,Batu Bata Merah
229,Rumah_229,Kabupaten Pangandaran,115,5,1,2010,867048031,Genteng Beton:2773pcs; Multipleks 18mm:1352lbr; Atap Baja Ringan:1555m2; Granite Tile:2914m2,Pipa PVC Wavin 2 1/2
230,Rumah_230,Kabupaten Sukabumi,310,6,3,2018,1978686836,Kayu:2715kg; Waterproofing Coating:1012kg; Triplek Meranti Campur:2353lbr; Genteng Beton:3379pcs; Saklar + Stop Kontak Panasonic:4897set; Kaca:3248m2,Kaca
231,Rumah_231,Kabupaten Majalengka,349,3,2,2007,283004107,Aluminium Kusen:4272m; Granite Tile:1544m2; Besi Beton 19mm:2704kg; Cat Eksterior Jotun:2164kg; Plafon Gypsum:2931m2; Pasir:1650m3,Pasir
232,Rumah_232,Kabupaten Tasikmalaya,242,1,2,2008,816374497,Besi WF 150:2506btg; Plafon Gypsum:4201m2; Pipa PVC Wavin 3:4563btg; Besi Beton 19mm:867kg,Triplek Meranti Campur
233,Rumah_233,Kota Cirebon,285,6,2,2007,990267220,Hollow Galvanis 4x4:3489btg; Kabel NYY 4x10:997m; Kaca:2154m2; Besi WF 150:2123btg; Besi Beton 16mm:2109kg,Semen Mortar MU-380
234,Rumah_234,Kabupaten Sumedang,100,3,2,2011,299030428,Kayu:2955kg; Besi Beton 13mm:1989kg; Batu Bata Merah:192pcs; Besi Beton 19mm:302kg; Pintu Kayu Solid:179pcs; Atap Baja Ringan:2885m2,Keramik Kamar Mandi
235,Rumah_235,Kabupaten Purwakarta,32,1,3,2012,1601985850,Batu Alam Andesit:3600m2; Pintu Kayu Solid:1794pcs; Stop Kran Kuningan:4921pcs; Plafon Gypsum:858m2; Pipa PVC Wavin 3:3419btg; Keramik 60x60 Polished:2104m2,Cat Eksterior Jotun
236,Rumah_236,Kabupaten Bandung,227,5,2,2011,1260896877,Stop Kran Kuningan:4483pcs; Granite Tile:3359m2; Saklar + Stop Kontak Panasonic:4837set; Batu Split:2526m3; Batu Alam Andesit:197m2; Atap Baja Ringan:1575m2,Pipa PPR 1/2 inci
237,Rumah_237,Kota Bekasi,191,1,2,2023,507433509,Plafon Gypsum:2927m2; Hollow Galvanis 4x4:4146btg; Semen:2950sak; Pasir:3165m3,Kabel NYY 4x10
238,Rumah_238,Bandung Barat,210,2,3,1996,1022106451,Kabel NYM 2x1.5:2978m; Cat Dinding Nobrand:865kg; Keramik 60x60 Polished:2896m2,Multipleks 18mm
